age,annual_income,employment_years,credit_history_years,loan_amount,loan_term_months,interest_rate,monthly_debt,debt_to_income,credit_utilization,late_payments_12m,recent_credit_inquiries,existing_loans,savings_balance,home_ownership,loan_purpose,employment_type,region,defaulted
42,58288.88,10.2,19.3,34626.83,60,9.75,2481.97,0.511,0.458,1,1,5,13688.64,rent,home_improvement,salaried,north,0
33,51690.43,9.5,1.0,28209.08,36,12.28,1819.35,0.422,0.643,3,1,4,18178.92,rent,debt_consolidation,contract,southeast,1
57,18284.39,4.7,28.0,4263.17,36,12.2,504.19,0.331,0.266,1,2,4,6006.81,mortgage,education,self_employed,midwest,0
67,48934.15,1.1,40.0,19694.44,36,15.17,1056.43,0.259,0.873,0,2,3,8058.4,own,debt_consolidation,salaried,midwest,0
33,40947.22,8.2,11.4,25501.55,48,13.64,1932.6,0.566,0.594,1,3,4,0.0,mortgage,debt_consolidation,self_employed,southeast,1
58,18000.0,8.7,40.0,11984.56,60,9.69,745.78,0.497,0.33,1,1,5,4949.72,mortgage,education,salaried,southeast,0
33,34193.65,10.9,2.3,9215.92,36,8.64,1332.93,0.468,0.775,1,0,3,18152.98,rent,medical,contract,northeast,1
55,40259.63,2.8,30.9,19946.87,24,16.81,1076.41,0.321,0.647,0,1,4,7898.47,own,medical,salaried,north,0
58,43632.24,2.9,38.5,9554.33,12,15.7,2217.34,0.61,0.679,2,0,1,20870.99,rent,small_business,salaried,midwest,1
42,37214.35,8.3,18.8,26932.56,36,14.94,1437.21,0.463,0.207,2,0,5,9014.94,own,debt_consolidation,salaried,southeast,0
56,39039.03,6.2,40.0,10887.54,48,15.64,1004.47,0.309,0.45,0,3,4,7808.8,mortgage,medical,contract,southeast,0
34,64145.99,0.0,15.9,37062.28,12,11.9,3200.34,0.599,0.985,2,1,0,0.0,mortgage,small_business,salaried,northeast,1
24,57810.99,8.0,1.0,15354.67,36,15.27,2715.63,0.564,0.328,0,0,1,13911.22,own,medical,salaried,south,0
25,18000.0,0.0,1.0,9146.05,60,25.16,719.37,0.48,0.19,0,1,0,2150.91,own,small_business,salaried,south,0
42,30232.59,2.7,27.7,16184.61,36,19.43,1245.02,0.494,0.62,3,3,1,2545.01,rent,small_business,salaried,northeast,1
64,32236.24,11.9,40.0,10538.34,24,13.29,829.44,0.309,0.424,2,1,4,17656.71,rent,debt_consolidation,salaried,north,0
27,18000.0,13.8,1.0,11445.58,36,12.3,530.95,0.354,0.265,1,1,4,9933.56,mortgage,debt_consolidation,salaried,north,0
42,35938.23,1.6,25.5,24358.34,36,5.5,549.36,0.183,0.348,0,2,5,0.0,rent,small_business,salaried,northeast,1
54,58365.38,5.2,30.0,38444.93,12,18.99,1952.88,0.402,0.234,2,3,0,8624.31,rent,medical,salaried,north,0
30,21886.85,6.7,6.7,7187.71,36,17.8,510.25,0.28,0.324,0,1,3,9723.8,rent,home_improvement,salaried,south,1
55,39786.72,13.6,24.3,23431.76,36,12.22,887.3,0.268,0.195,2,0,4,21871.58,mortgage,debt_consolidation,salaried,southeast,0
35,23514.07,4.5,13.0,11109.91,36,8.49,1160.11,0.592,0.64,2,4,5,12304.54,mortgage,home_improvement,salaried,south,1
59,26050.62,4.6,36.8,12852.23,36,9.65,366.84,0.169,0.457,1,1,0,15680.42,rent,debt_consolidation,contract,northeast,0
48,64247.96,12.7,21.2,27034.12,12,16.37,2827.9,0.528,0.141,1,2,3,14998.12,mortgage,medical,salaried,midwest,0
47,27505.07,5.0,30.0,13702.05,24,14.12,531.75,0.232,0.761,2,1,0,15136.76,rent,debt_consolidation,salaried,north,0
29,41945.62,9.4,7.0,8618.24,24,17.4,333.73,0.095,0.402,2,1,0,11153.27,own,debt_consolidation,salaried,northeast,0
43,18000.0,0.6,22.1,6796.33,12,14.86,152.78,0.102,0.171,2,3,5,621.56,rent,home_improvement,contract,south,1
62,75521.55,5.8,39.6,17515.96,48,18.56,1962.02,0.312,0.757,2,2,5,35827.89,own,small_business,contract,southeast,0
21,44494.2,0.0,1.0,13191.04,12,16.05,1206.57,0.325,0.642,1,1,1,14379.57,own,education,salaried,northeast,0
57,31995.48,2.3,31.5,6415.84,36,17.98,674.4,0.253,0.271,2,0,5,16537.39,mortgage,home_improvement,salaried,northeast,1
44,43990.52,9.9,24.4,11167.97,24,5.72,1617.17,0.441,0.181,1,1,5,16227.54,mortgage,medical,salaried,northeast,1
55,19108.26,6.3,31.4,11706.01,12,9.32,544.72,0.342,0.408,2,2,3,8797.48,rent,small_business,salaried,southeast,1
52,56764.3,5.2,22.3,26474.7,24,12.97,567.74,0.12,0.678,2,5,1,12297.74,rent,debt_consolidation,salaried,south,0
41,30149.58,3.5,21.7,4067.03,36,19.03,673.24,0.268,0.553,2,1,4,5889.69,rent,debt_consolidation,salaried,southeast,0
35,31706.94,5.6,11.3,19555.9,36,22.4,356.86,0.135,0.279,1,1,3,14250.12,mortgage,home_improvement,salaried,northeast,0
51,28099.43,7.7,28.9,19471.93,48,13.81,266.88,0.114,0.177,1,1,2,5521.39,own,home_improvement,salaried,southeast,0
27,27068.51,10.4,4.3,18262.32,12,11.93,434.19,0.192,0.412,1,4,5,0.0,rent,home_improvement,salaried,north,0
49,46247.45,0.0,33.3,29529.03,36,6.29,1766.31,0.458,0.49,0,2,3,7988.22,mortgage,debt_consolidation,salaried,midwest,0
25,38464.11,3.2,1.0,28659.47,48,18.13,1461.13,0.456,0.52,2,1,1,15302.84,mortgage,debt_consolidation,salaried,midwest,1
52,45421.2,7.1,32.5,22230.64,24,12.19,2063.45,0.545,0.83,0,2,2,28062.47,mortgage,debt_consolidation,contract,southeast,1
51,34417.01,6.1,23.4,25001.56,12,26.93,1400.96,0.488,0.34,1,1,1,13456.33,mortgage,education,salaried,south,0
25,42853.56,8.1,4.8,30759.08,24,11.39,1318.35,0.369,0.236,2,0,3,13941.68,mortgage,small_business,salaried,southeast,0
57,28971.95,7.6,36.8,9193.97,12,23.34,600.71,0.249,0.192,0,2,1,14112.01,mortgage,debt_consolidation,contract,southeast,0
40,88122.87,5.3,11.5,58510.35,48,17.64,610.53,0.083,0.835,1,3,3,0.0,rent,home_improvement,salaried,south,1
58,18000.0,4.4,30.5,11146.64,36,10.18,644.18,0.429,0.211,0,2,2,3601.27,mortgage,medical,salaried,southeast,0
22,58664.71,5.5,1.0,35712.33,36,15.48,1155.92,0.236,0.726,2,5,0,18433.64,mortgage,debt_consolidation,salaried,north,0
29,61360.47,11.1,2.6,42010.87,48,17.74,1099.65,0.215,0.595,0,2,0,28042.32,rent,debt_consolidation,salaried,north,0
44,24151.3,3.6,22.3,8743.73,36,13.55,1220.46,0.606,0.327,1,2,0,0.0,mortgage,home_improvement,salaried,north,1
30,88105.91,6.2,7.0,32778.45,36,18.02,1278.19,0.174,0.381,1,2,0,53889.67,mortgage,debt_consolidation,self_employed,southeast,0
36,52475.72,7.2,16.0,27457.03,12,17.93,426.43,0.098,0.367,1,1,0,26669.41,mortgage,debt_consolidation,salaried,northeast,0
52,51941.76,12.7,24.9,30376.42,36,17.0,2565.36,0.593,0.552,1,0,3,0.0,mortgage,medical,self_employed,southeast,1
27,34953.34,5.3,7.1,23566.74,12,14.43,714.34,0.245,0.693,2,4,3,5068.81,rent,education,salaried,northeast,1
53,31532.22,10.3,23.3,21182.79,24,9.57,768.46,0.292,0.746,1,1,0,0.0,mortgage,education,salaried,south,0
25,31635.91,11.4,3.4,18173.06,24,14.18,326.13,0.124,0.281,1,3,2,11422.39,rent,medical,salaried,south,0
29,40701.61,6.2,5.9,29420.85,48,15.24,1011.42,0.298,0.885,4,1,1,12162.13,mortgage,debt_consolidation,salaried,southeast,1
49,62224.14,5.7,22.6,14469.35,36,6.62,3137.13,0.605,0.371,0,2,3,33648.49,mortgage,medical,self_employed,southeast,1
59,37277.75,5.2,35.9,26792.05,48,15.21,1412.74,0.455,0.734,0,1,3,7899.71,mortgage,medical,self_employed,southeast,1
29,23557.36,5.5,7.3,3779.56,12,14.09,659.34,0.336,0.313,1,2,3,12526.55,own,small_business,salaried,southeast,0
35,48837.77,9.9,12.1,22955.79,60,9.05,1001.32,0.246,0.588,2,2,2,8701.95,mortgage,medical,contract,southeast,0
65,50862.61,7.4,38.0,8993.73,12,13.1,1176.89,0.278,0.774,0,1,0,29705.05,rent,education,salaried,north,0
68,45476.77,7.4,40.0,21730.65,48,13.19,1554.03,0.41,0.563,1,2,4,23029.48,mortgage,debt_consolidation,contract,southeast,0
48,47245.35,2.0,25.6,17280.89,48,22.61,855.94,0.217,0.825,1,2,4,17412.81,rent,debt_consolidation,salaried,southeast,1
42,30828.97,2.6,19.0,5284.52,36,15.42,416.32,0.162,0.138,2,1,5,4493.59,mortgage,small_business,salaried,north,0
37,23384.4,15.1,10.1,12354.3,36,18.85,888.54,0.456,0.335,0,0,4,14087.75,own,small_business,salaried,north,0
50,23989.19,5.8,27.4,13929.44,48,14.01,1098.53,0.55,0.392,1,0,1,12355.7,mortgage,home_improvement,salaried,south,0
49,18000.0,3.4,17.9,4135.26,48,6.63,850.25,0.567,0.777,4,1,4,10673.05,rent,debt_consolidation,self_employed,midwest,1
35,38159.06,12.2,12.7,21273.49,12,17.32,1699.24,0.534,0.568,2,0,5,0.0,rent,debt_consolidation,salaried,southeast,0
22,33354.62,7.6,1.0,7764.95,48,11.74,1018.77,0.367,0.324,2,0,0,17085.22,rent,debt_consolidation,salaried,northeast,1
28,28715.87,8.8,5.8,5931.54,12,13.09,1210.78,0.506,0.327,1,3,3,4092.84,mortgage,home_improvement,contract,north,1
67,18000.0,5.9,40.0,3831.1,36,10.08,870.35,0.58,0.907,1,4,3,6303.14,own,debt_consolidation,salaried,south,1
41,20457.95,5.2,22.7,10176.18,36,14.81,157.89,0.093,0.409,1,4,5,7808.37,mortgage,debt_consolidation,salaried,southeast,0
44,55312.44,5.8,23.4,33775.89,48,18.97,1394.49,0.303,0.379,4,2,3,7593.45,own,medical,self_employed,northeast,1
43,26130.46,1.0,14.9,12961.83,36,18.42,414.23,0.19,0.124,1,2,5,1576.84,rent,home_improvement,salaried,midwest,0
58,40193.02,6.1,35.1,25317.24,24,21.16,2070.79,0.618,0.472,2,2,4,13842.82,rent,medical,salaried,north,0
24,19262.44,7.7,3.2,9489.27,36,21.76,934.17,0.582,0.371,0,0,4,1042.86,mortgage,debt_consolidation,salaried,south,0
24,63212.43,13.9,1.0,39337.88,24,5.91,2703.28,0.513,0.579,1,0,0,20216.38,rent,home_improvement,salaried,southeast,0
34,32516.68,6.8,4.0,23906.56,36,9.49,649.72,0.24,0.546,1,1,3,0.0,rent,small_business,salaried,northeast,0
44,39019.51,0.0,15.4,14293.03,36,6.91,1931.91,0.594,0.31,0,0,4,11387.65,rent,medical,salaried,southeast,0
53,91750.44,6.1,33.8,19677.13,48,17.15,732.44,0.096,0.892,2,0,0,38663.98,mortgage,education,salaried,southeast,0
44,65310.29,17.5,23.2,13408.2,24,11.59,988.04,0.182,0.488,0,0,5,44703.38,rent,medical,salaried,southeast,0
42,30370.97,10.0,10.8,15076.48,24,12.45,1045.55,0.413,0.589,0,2,4,8776.64,own,debt_consolidation,salaried,south,1
66,26926.0,3.3,40.0,12511.84,36,13.59,1140.37,0.508,0.501,2,2,5,4199.05,own,debt_consolidation,contract,south,1
28,30129.83,8.9,6.2,7112.7,12,16.11,1398.93,0.557,0.137,1,1,3,19057.5,mortgage,medical,self_employed,midwest,0
48,42794.17,3.5,21.8,28917.14,24,8.26,864.0,0.242,0.154,0,0,5,17671.43,rent,small_business,salaried,southeast,0
47,33050.96,1.1,19.5,23887.63,36,9.21,801.58,0.291,0.661,0,0,5,10101.51,rent,debt_consolidation,salaried,south,0
43,29260.61,5.1,22.6,8179.1,36,14.51,793.95,0.326,0.308,1,2,0,11139.1,mortgage,debt_consolidation,self_employed,northeast,0
59,63972.98,6.9,35.0,16014.76,24,19.53,504.14,0.095,0.31,1,0,5,9171.08,rent,education,salaried,northeast,1
33,32926.46,0.0,5.8,8388.7,36,14.39,1499.64,0.547,0.571,2,1,3,12743.61,mortgage,debt_consolidation,salaried,midwest,1
66,90746.7,1.9,40.0,33038.66,48,11.18,1985.02,0.262,0.633,0,1,2,43028.7,rent,home_improvement,salaried,north,0
36,35886.34,6.5,12.9,23596.45,36,5.5,561.05,0.188,0.568,1,1,1,20176.32,mortgage,debt_consolidation,salaried,southeast,0
47,73118.28,4.9,29.0,36226.83,24,18.5,1833.85,0.301,0.723,0,0,2,6849.39,mortgage,debt_consolidation,contract,north,0
45,40137.81,8.1,26.4,6524.75,12,11.41,1551.01,0.464,0.297,1,1,3,6609.5,mortgage,home_improvement,contract,north,0
61,51763.65,1.6,40.0,21636.01,12,9.68,2373.77,0.55,0.335,1,2,3,26461.2,mortgage,debt_consolidation,salaried,south,0
42,25480.36,9.4,16.9,4507.7,36,7.3,416.82,0.196,0.393,0,0,4,14615.98,rent,small_business,salaried,midwest,1
34,24135.07,1.8,12.4,9072.73,36,8.46,348.37,0.173,0.345,2,2,4,11943.28,rent,debt_consolidation,self_employed,northeast,0
22,41901.48,13.1,1.9,15680.28,12,10.46,2058.91,0.59,0.125,1,0,4,1522.81,rent,education,salaried,midwest,1
38,52323.05,0.0,14.8,27650.76,24,13.5,1645.92,0.377,0.064,2,1,3,18046.22,mortgage,small_business,contract,midwest,0
60,35133.41,2.1,40.0,16377.65,24,9.42,812.51,0.278,0.736,1,0,5,10168.36,rent,home_improvement,salaried,north,0
21,20124.93,8.2,1.0,13505.75,24,15.28,314.67,0.188,0.548,0,2,5,2024.52,own,small_business,salaried,southeast,0
64,19510.18,13.2,35.9,2541.27,60,13.46,1003.85,0.617,0.379,2,0,5,3490.56,rent,home_improvement,contract,midwest,1
47,18969.78,7.8,24.4,11526.41,24,23.83,740.39,0.468,0.768,1,0,4,3155.08,rent,debt_consolidation,self_employed,southeast,1
27,18000.0,8.8,4.9,2500.0,12,7.34,296.49,0.198,0.271,1,2,1,6623.19,mortgage,debt_consolidation,salaried,north,0
35,36169.95,6.6,10.3,11274.27,36,15.18,389.67,0.129,0.559,0,2,5,4171.83,rent,small_business,salaried,southeast,0
47,55410.17,2.4,33.1,37356.86,12,15.23,866.3,0.188,0.529,1,3,5,15706.84,rent,debt_consolidation,salaried,south,0
36,34350.28,4.5,10.6,19063.06,12,10.17,611.95,0.214,0.322,1,0,1,0.0,rent,education,self_employed,midwest,0
26,18000.0,1.7,1.0,4110.44,36,14.9,209.98,0.14,0.528,1,0,5,4808.85,mortgage,home_improvement,salaried,south,1
52,31884.67,1.4,29.6,13684.72,24,17.73,542.07,0.204,0.801,0,2,3,20016.95,rent,debt_consolidation,salaried,northeast,0
53,32261.32,8.1,30.5,18543.8,12,14.91,384.61,0.143,0.161,0,2,4,12308.8,rent,debt_consolidation,self_employed,south,0
26,83309.63,2.0,1.0,59193.69,36,20.31,1971.49,0.284,0.137,1,1,2,0.0,rent,debt_consolidation,self_employed,northeast,0
34,18732.25,7.8,3.6,9733.7,36,5.5,534.72,0.343,0.172,3,1,1,7651.35,mortgage,debt_consolidation,salaried,midwest,1
32,29316.78,1.3,4.6,3973.76,12,10.96,796.08,0.326,0.523,1,0,2,3388.63,mortgage,home_improvement,contract,north,1
52,70718.19,7.7,38.7,30749.13,48,20.7,3110.27,0.528,0.314,1,1,1,20105.59,rent,debt_consolidation,salaried,south,0
56,41730.64,4.5,30.5,9029.08,24,18.33,755.18,0.217,0.754,3,0,0,7461.95,own,small_business,self_employed,midwest,0
55,43765.08,12.1,20.4,6569.19,60,16.77,2038.84,0.559,0.593,2,2,2,28603.11,rent,debt_consolidation,salaried,south,0
66,36247.49,7.8,40.0,18017.24,60,19.68,1722.92,0.57,0.673,3,2,5,0.0,own,medical,contract,north,1
57,39678.96,11.4,39.2,24182.77,36,6.45,1978.3,0.598,0.378,0,3,0,22558.17,own,small_business,contract,midwest,1
36,47886.84,3.5,11.7,6834.32,24,17.84,709.25,0.178,0.569,0,3,1,21678.04,mortgage,education,contract,south,1
26,24588.05,6.7,8.8,15088.73,48,18.97,435.83,0.213,0.48,0,1,1,6446.37,rent,home_improvement,salaried,south,1
50,49950.34,2.6,21.5,28223.16,36,11.73,1735.23,0.417,0.783,1,3,1,23962.03,own,debt_consolidation,self_employed,southeast,0
64,19406.02,4.8,40.0,11522.36,24,25.54,252.41,0.156,0.67,1,0,0,2700.11,mortgage,home_improvement,salaried,north,0
67,39652.71,5.5,40.0,10871.94,36,15.32,417.13,0.126,0.413,2,2,1,18358.57,rent,home_improvement,salaried,southeast,0
32,37237.49,3.6,12.9,13702.1,36,5.5,371.74,0.12,0.839,0,0,3,19461.7,own,small_business,contract,southeast,1
32,26666.33,1.6,11.5,5211.75,48,16.1,905.15,0.407,0.121,1,3,2,5425.81,mortgage,medical,self_employed,south,0
22,34216.81,0.8,1.0,9255.69,48,11.48,1467.12,0.515,0.844,0,1,3,1467.87,mortgage,debt_consolidation,salaried,midwest,1
27,26596.45,0.0,3.5,8265.05,48,19.39,487.15,0.22,0.497,1,2,5,13588.68,mortgage,debt_consolidation,salaried,northeast,0
47,22023.94,2.3,26.5,7075.08,48,16.8,1072.03,0.584,0.152,0,2,0,3796.99,own,education,salaried,southeast,0
47,29776.71,9.0,29.2,6856.84,36,11.99,1259.67,0.508,0.361,1,4,1,18366.85,mortgage,debt_consolidation,salaried,southeast,0
38,21727.3,0.1,23.4,5190.4,36,20.81,220.58,0.122,0.654,0,0,5,4608.83,own,education,salaried,southeast,0
35,39560.05,1.0,17.6,27214.4,60,18.45,988.82,0.3,0.301,0,0,1,5324.05,rent,education,contract,northeast,0
60,21310.69,13.7,36.5,13081.63,60,11.02,207.3,0.117,0.57,0,1,0,5133.16,mortgage,education,salaried,north,0
43,46584.84,4.0,15.6,15700.07,48,13.86,2229.1,0.574,0.246,1,3,1,13852.28,mortgage,debt_consolidation,salaried,north,0
59,21031.55,7.8,38.5,15079.94,48,16.67,843.21,0.481,0.306,0,3,2,13881.85,rent,debt_consolidation,salaried,south,0
67,27232.22,9.1,36.9,7366.9,36,12.97,1022.87,0.451,0.646,2,1,1,2735.5,rent,small_business,salaried,south,1
36,26573.42,9.2,16.2,9999.49,24,13.1,993.53,0.449,0.462,2,1,3,9697.47,rent,debt_consolidation,salaried,south,0
30,60268.31,0.4,8.1,38120.97,48,14.65,1175.22,0.234,0.246,1,3,1,12339.14,rent,medical,self_employed,midwest,1
66,39684.73,5.6,40.0,15834.94,12,10.02,1931.69,0.584,0.348,2,1,3,160.7,mortgage,home_improvement,salaried,northeast,0
51,31605.04,0.0,23.5,8464.27,24,5.5,1523.1,0.578,0.733,0,2,5,4527.38,rent,home_improvement,salaried,southeast,1
34,42593.72,16.3,1.6,15000.54,36,15.5,1701.35,0.479,0.651,0,0,1,14430.49,mortgage,debt_consolidation,salaried,southeast,0
50,18000.0,0.1,34.9,7838.18,36,6.15,499.83,0.333,0.557,1,5,3,5103.45,own,small_business,self_employed,south,1
45,33924.2,2.3,23.6,17335.47,36,10.33,298.09,0.105,0.685,1,1,4,5390.89,mortgage,home_improvement,salaried,northeast,1
64,79933.95,2.3,35.3,30017.76,24,7.06,634.73,0.095,0.639,1,3,0,46394.75,own,home_improvement,salaried,north,0
33,36518.91,0.5,16.5,14305.25,12,7.58,470.46,0.155,0.312,0,2,2,5500.37,mortgage,debt_consolidation,contract,southeast,1
68,35543.89,11.9,40.0,10175.66,24,16.29,1189.87,0.402,0.656,0,1,3,18964.77,own,small_business,salaried,midwest,0
65,43486.85,16.2,36.5,19885.18,24,13.57,1851.72,0.511,0.539,0,1,1,0.0,mortgage,medical,salaried,north,0
29,50319.81,4.6,5.6,12995.47,12,13.41,2483.16,0.592,0.826,0,2,2,24284.31,rent,debt_consolidation,self_employed,south,0
28,18000.0,1.2,2.5,11997.75,36,8.97,262.04,0.175,0.781,0,1,2,3514.99,mortgage,debt_consolidation,salaried,southeast,1
46,18000.0,0.0,15.1,10635.14,24,11.75,343.18,0.229,0.416,2,2,5,5357.79,mortgage,small_business,self_employed,southeast,1
23,37734.21,5.5,1.0,14281.48,36,16.08,343.43,0.109,0.077,3,2,0,17632.16,mortgage,education,salaried,northeast,0
35,25584.75,5.2,12.3,15114.28,24,14.28,1309.27,0.614,0.513,3,2,3,11987.44,rent,debt_consolidation,salaried,southeast,1
41,59937.08,3.9,20.4,7456.62,36,17.96,2505.84,0.502,0.317,3,0,5,14616.73,mortgage,debt_consolidation,salaried,north,0
67,30261.35,7.4,40.0,10198.93,48,18.55,856.36,0.34,0.619,0,1,5,15448.66,own,education,salaried,midwest,0
68,18000.0,8.1,40.0,7153.02,12,13.44,586.21,0.391,0.234,2,1,3,4678.18,own,small_business,salaried,midwest,0
28,20280.89,7.8,11.2,8436.3,24,6.72,648.27,0.384,0.682,0,2,2,182.74,rent,home_improvement,salaried,midwest,0
63,18000.0,5.2,40.0,10650.61,36,11.32,326.03,0.217,0.809,1,1,0,4917.42,mortgage,debt_consolidation,salaried,southeast,0
25,31309.2,2.1,1.5,22748.28,12,14.09,469.93,0.18,0.399,1,1,1,19034.28,rent,small_business,salaried,midwest,1
56,31916.51,9.2,35.3,11470.74,48,11.24,639.31,0.24,0.816,0,2,4,2049.49,mortgage,debt_consolidation,salaried,northeast,1
61,28903.72,6.6,36.7,9852.64,60,10.07,514.16,0.213,0.346,3,3,0,13907.66,rent,small_business,salaried,southeast,0
63,54346.16,10.1,28.5,27424.41,36,14.79,1725.79,0.381,0.89,0,1,4,27108.76,own,education,salaried,southeast,0
31,57146.78,9.7,8.5,16983.44,60,24.71,1173.55,0.246,0.558,0,2,5,21240.24,mortgage,home_improvement,contract,south,1
63,32158.65,0.8,40.0,6722.79,36,12.45,1269.28,0.474,0.689,3,1,2,10797.06,rent,debt_consolidation,contract,northeast,1
26,18000.0,0.8,1.0,13063.87,36,14.49,580.03,0.387,0.557,1,1,4,2131.73,rent,debt_consolidation,salaried,southeast,1
45,44768.42,3.5,20.9,28204.28,12,8.99,1370.74,0.367,0.621,1,2,5,3649.16,mortgage,education,salaried,northeast,0
43,43619.14,2.3,13.5,31573.92,12,19.72,2158.05,0.594,0.487,2,0,4,12522.51,mortgage,medical,salaried,north,1
36,39337.93,9.5,12.3,10119.08,24,18.17,832.98,0.254,0.591,1,1,3,15047.33,mortgage,medical,salaried,south,1
22,52167.84,7.9,1.0,6845.45,36,17.88,1839.12,0.423,0.918,2,0,3,10354.59,mortgage,education,salaried,southeast,1
58,21179.14,10.9,40.0,8375.82,36,20.21,150.0,0.085,0.301,1,3,1,6518.68,mortgage,small_business,contract,south,0
37,80312.24,8.1,21.3,56875.01,24,12.71,3198.69,0.478,0.261,4,0,0,22940.93,rent,medical,contract,south,1
52,23087.35,7.3,37.3,4782.43,36,13.23,676.02,0.351,0.882,0,0,4,3208.98,rent,home_improvement,salaried,north,1
40,47319.3,11.3,15.3,9171.75,24,21.68,759.19,0.193,0.582,0,1,3,24716.35,rent,medical,salaried,south,0
38,18000.0,8.4,21.1,2941.92,24,17.16,150.0,0.1,0.56,1,0,5,7447.37,rent,home_improvement,salaried,southeast,0
63,23371.88,6.8,34.3,14068.97,24,5.5,899.33,0.462,0.036,2,2,4,6320.03,mortgage,small_business,salaried,southeast,1
25,65308.33,12.4,1.9,40173.35,36,16.41,2382.98,0.438,0.35,1,1,1,17844.77,rent,debt_consolidation,self_employed,southeast,1
56,30959.09,7.0,34.1,17277.87,36,12.06,1133.41,0.439,0.662,2,2,5,6839.5,mortgage,home_improvement,salaried,midwest,1
56,49156.65,5.3,36.8,7549.18,48,18.27,1295.38,0.316,0.199,1,1,0,18629.91,rent,home_improvement,salaried,southeast,0
39,38159.17,3.1,13.2,21967.15,12,16.21,1352.17,0.425,0.864,0,1,0,17948.54,rent,home_improvement,salaried,midwest,1
33,33054.65,9.3,13.6,13309.0,36,7.19,1070.2,0.389,0.351,1,1,3,14352.24,rent,small_business,salaried,northeast,1
21,61256.0,11.4,2.4,13444.07,60,15.63,1066.89,0.209,0.423,1,0,3,28401.6,rent,medical,salaried,midwest,0
65,31275.91,6.3,36.7,9568.22,12,15.38,938.63,0.36,0.068,0,0,4,4412.87,rent,education,salaried,southeast,1
66,18000.0,11.7,40.0,7843.01,36,16.03,536.82,0.358,0.277,1,2,3,7964.38,own,home_improvement,salaried,southeast,0
32,24652.64,0.0,10.1,8078.19,12,16.92,1078.05,0.525,0.365,2,3,1,3388.71,rent,education,salaried,south,0
22,43542.84,6.3,1.0,31827.29,12,20.78,1139.68,0.314,0.15,0,2,0,5764.04,mortgage,small_business,self_employed,south,1
26,40786.8,6.3,3.0,17093.23,36,16.24,1072.31,0.315,0.471,1,1,5,1150.18,own,home_improvement,salaried,south,1
24,18000.0,3.6,1.0,6380.19,24,14.6,917.37,0.612,0.302,1,1,2,9716.45,rent,medical,salaried,midwest,1
60,25483.24,16.0,40.0,13865.28,36,19.32,1195.61,0.563,0.402,0,0,1,8394.89,mortgage,debt_consolidation,salaried,north,1
63,27056.35,6.2,30.7,14335.63,60,23.92,475.37,0.211,0.625,3,1,0,11600.12,mortgage,education,contract,northeast,0
28,29628.82,4.9,7.6,3600.99,24,18.34,1411.22,0.572,0.665,1,0,4,10786.66,rent,debt_consolidation,salaried,southeast,0
56,19382.31,6.6,26.0,9877.97,12,15.37,249.55,0.155,0.655,1,0,5,10194.37,rent,medical,self_employed,southeast,1
29,26531.4,0.0,6.8,7258.31,48,16.32,1195.75,0.541,0.578,1,3,5,8647.95,mortgage,education,contract,north,1
38,25437.6,3.5,11.4,9065.89,36,15.58,379.43,0.179,0.667,0,1,5,10057.89,rent,home_improvement,salaried,southeast,0
49,47764.79,10.4,22.7,26987.1,48,14.58,1233.23,0.31,0.155,0,2,1,0.0,rent,debt_consolidation,contract,southeast,0
55,48524.83,4.0,26.8,22862.64,24,23.59,2472.01,0.611,0.728,0,1,0,15990.56,rent,debt_consolidation,salaried,north,0
62,32492.34,3.2,40.0,11445.52,36,11.35,358.52,0.132,0.303,0,2,3,11004.71,rent,debt_consolidation,self_employed,southeast,0
23,29300.01,11.7,1.0,6606.23,60,19.35,1302.59,0.533,0.738,0,1,3,5268.65,own,education,salaried,midwest,1
