customer_id,age,annual_income,purchase_frequency_monthly,average_ticket,digital_engagement_score,return_rate_pct,support_tickets_quarter,loyalty_months,discount_sensitivity_score,web_visits_monthly,app_sessions_weekly,tenure_months,segment_label
C0921,28.1,39472.05,4.79,83.96,42.94,5.92,1.05,3.0,76.97,4.56,3.23,5.5,value_seekers
C0922,36.8,81216.92,4.75,188.86,64.44,4.94,1.53,18.9,39.9,8.93,5.3,12.7,high_potential
C0923,46.1,101197.71,6.37,317.44,85.94,4.92,0.44,35.8,24.06,12.46,8.56,38.4,premium_repeaters
C0924,31.7,64843.04,7.84,179.94,59.44,4.59,1.94,29.7,62.55,9.81,4.18,28.7,loyal_midmarket
C0925,43.3,49402.86,3.85,68.16,44.14,6.63,2.08,25.3,79.03,6.35,3.78,27.4,value_seekers
C0926,20.0,34283.24,3.84,82.78,34.14,10.54,1.88,12.6,92.72,3.12,3.4,19.7,value_seekers
C0927,20.0,36707.43,2.58,122.85,67.27,7.45,2.07,14.3,95.84,8.16,2.82,17.9,value_seekers
C0928,30.8,82592.05,6.83,183.76,81.12,6.72,0.99,18.8,28.84,11.71,7.89,24.5,high_potential
C0929,34.1,120396.84,10.79,316.32,90.84,3.67,1.75,27.3,29.48,15.42,8.79,29.9,premium_repeaters
C0930,34.4,139966.89,6.49,294.74,78.13,3.45,0.81,30.5,37.59,11.19,8.01,38.2,premium_repeaters
C0931,39.9,78692.52,5.21,192.85,87.28,5.45,1.74,40.9,56.76,14.0,6.04,45.1,loyal_midmarket
C0932,20.0,74967.63,5.98,166.3,80.96,3.68,0.36,42.0,41.22,11.88,8.02,47.6,loyal_midmarket
C0933,39.6,66690.87,4.54,138.5,65.28,2.71,1.38,29.4,55.67,10.32,5.45,32.9,loyal_midmarket
C0934,27.1,121311.45,7.85,206.41,83.17,3.69,1.18,26.6,25.47,9.07,6.26,31.5,premium_repeaters
C0935,36.0,127617.65,6.56,288.94,85.25,4.73,1.26,52.2,26.15,12.51,7.01,51.6,premium_repeaters
C0936,30.3,38102.4,4.1,119.61,49.78,12.49,1.24,3.0,87.72,3.57,3.27,3.9,value_seekers
C0937,39.1,65466.59,4.32,194.22,74.81,6.78,1.34,6.6,52.08,10.64,7.09,8.3,high_potential
C0938,34.6,35773.02,3.32,119.6,36.55,5.43,1.75,7.2,68.22,5.14,3.57,15.0,value_seekers
C0939,50.0,56047.77,5.28,213.73,68.02,5.09,1.09,10.6,49.32,7.98,5.93,11.7,high_potential
C0940,23.9,49691.52,2.27,104.46,36.86,8.61,1.35,10.6,94.18,8.73,4.31,14.5,value_seekers
C0941,36.2,30020.13,2.22,71.21,46.89,8.56,0.78,8.8,75.51,4.83,2.9,18.7,value_seekers
C0942,43.5,71002.9,5.5,208.35,65.93,4.22,0.6,20.1,72.84,8.09,4.11,21.7,high_potential
C0943,28.5,48603.21,4.18,78.35,59.56,8.05,2.42,15.8,80.58,10.19,4.7,17.2,value_seekers
C0944,27.3,77276.9,4.9,207.3,71.13,2.84,1.07,43.3,42.67,14.43,5.52,45.0,loyal_midmarket
C0945,47.0,77943.29,6.51,159.37,69.61,4.19,0.99,17.4,53.78,12.13,7.14,19.6,loyal_midmarket
C0946,29.4,41464.13,2.87,77.84,27.35,7.33,1.92,24.3,86.23,3.49,3.62,20.5,value_seekers
C0947,35.3,114028.91,8.31,330.04,83.74,1.42,1.7,28.7,34.35,11.48,7.97,30.2,premium_repeaters
C0948,32.5,94862.87,5.96,266.32,76.99,7.54,1.05,25.5,50.29,12.0,6.95,28.3,high_potential
C0949,34.6,94192.85,5.75,209.07,47.51,7.49,0.85,12.2,34.76,5.31,3.36,12.0,high_potential
C0950,33.7,78356.91,8.64,208.72,79.23,4.32,1.26,38.3,48.06,13.5,7.3,43.7,loyal_midmarket
C0951,40.6,57658.11,5.85,129.55,68.75,5.46,1.04,36.4,57.75,9.32,6.82,33.6,loyal_midmarket
C0952,42.6,56208.41,3.23,103.77,55.54,7.51,2.72,21.2,93.04,6.7,8.02,32.7,value_seekers
C0953,36.2,48914.7,4.84,82.0,55.13,11.57,0.93,13.0,64.87,7.44,9.11,11.8,value_seekers
C0954,27.7,57460.23,2.06,103.89,54.59,7.16,1.94,15.7,71.23,8.0,3.97,18.3,value_seekers
C0955,43.9,76084.36,4.7,245.45,73.31,7.4,0.65,19.4,42.46,14.33,4.3,18.2,high_potential
C0956,29.1,113732.2,4.9,232.1,86.01,6.17,0.63,22.2,64.67,13.06,7.21,32.7,high_potential
C0957,31.6,101920.79,7.17,232.46,74.68,3.16,0.36,51.0,26.25,11.38,6.89,51.7,premium_repeaters
C0958,44.8,63588.3,6.35,178.23,56.61,4.48,1.55,39.7,51.93,6.19,4.79,37.8,loyal_midmarket
C0959,36.3,89970.79,6.4,170.36,83.44,4.48,2.54,28.9,44.89,10.3,11.23,29.9,loyal_midmarket
C0960,51.5,75823.52,6.76,163.83,62.22,6.85,0.19,22.6,51.77,9.72,5.7,23.1,loyal_midmarket
C0961,28.0,87555.1,4.3,205.76,66.01,6.66,0.71,34.2,53.08,8.27,6.18,31.1,loyal_midmarket
C0962,29.7,62917.05,5.8,114.0,64.29,6.84,1.62,33.1,56.19,13.32,6.08,41.6,loyal_midmarket
C0963,29.0,65316.17,2.82,58.72,36.48,7.45,3.65,12.3,75.12,7.21,2.64,18.9,value_seekers
C0964,37.8,25117.94,2.37,133.03,53.27,8.16,3.3,25.7,81.71,7.04,2.76,25.4,value_seekers
C0965,22.3,65644.2,2.91,253.37,59.95,7.92,0.63,30.2,42.35,11.37,4.18,37.3,high_potential
C0966,35.9,68020.17,5.11,175.78,69.08,4.37,0.11,28.2,60.33,8.01,5.43,28.9,loyal_midmarket
C0967,32.8,109134.22,3.55,238.83,74.42,5.19,0.63,15.5,45.94,11.55,9.81,18.9,high_potential
C0968,32.1,44503.71,1.59,119.08,42.55,13.03,2.98,11.0,87.78,7.43,5.43,13.0,value_seekers
C0969,39.6,82742.47,6.29,266.92,64.35,2.11,0.35,48.7,53.31,8.29,4.75,48.6,loyal_midmarket
C0970,52.8,46240.36,3.4,100.88,49.07,6.94,0.63,4.7,100.0,5.66,4.47,12.1,value_seekers
C0971,32.3,34661.73,2.19,75.28,60.91,10.1,1.02,12.1,87.99,9.51,6.08,14.4,value_seekers
C0972,40.7,44287.31,2.85,76.23,31.4,4.1,1.71,18.9,70.96,1.0,2.48,24.0,value_seekers
C0973,32.6,56815.89,4.05,43.24,52.9,6.13,2.35,9.9,81.58,6.42,4.5,11.9,value_seekers
C0974,41.3,70365.92,5.34,217.01,59.45,6.39,0.91,19.1,53.65,7.91,6.85,25.8,high_potential
C0975,30.4,73475.1,6.81,194.13,80.41,6.3,0.93,27.6,53.55,7.23,5.14,25.4,loyal_midmarket
C0976,53.6,153737.31,6.52,444.69,81.23,3.44,0.15,42.1,43.14,9.31,6.04,45.2,premium_repeaters
C0977,42.6,61768.9,7.73,237.11,69.96,4.45,2.13,24.2,54.47,8.72,5.36,22.8,loyal_midmarket
C0978,42.1,89000.72,8.5,184.02,65.32,3.92,1.2,28.5,53.13,8.95,5.68,28.9,loyal_midmarket
C0979,30.9,68189.24,5.67,206.68,50.29,7.83,1.28,40.1,60.53,5.12,4.23,38.4,loyal_midmarket
C0980,31.4,48292.84,2.92,105.2,16.58,7.04,2.73,13.0,75.37,1.0,2.99,2.9,value_seekers
C0981,37.7,79260.96,4.29,116.73,59.32,6.7,1.31,8.9,39.69,4.47,5.17,6.1,high_potential
C0982,31.4,96589.13,5.45,245.01,60.02,4.89,0.87,17.4,43.88,10.9,5.92,7.3,high_potential
C0983,49.3,91282.78,8.21,315.4,74.65,2.5,1.17,32.4,19.23,10.37,7.76,33.7,premium_repeaters
C0984,42.1,63988.96,5.64,190.7,52.59,5.4,0.75,42.6,58.92,7.31,3.13,38.1,loyal_midmarket
C0985,40.0,41668.22,1.18,51.48,59.27,8.92,1.52,8.5,73.33,11.56,5.13,9.2,value_seekers
C0986,39.4,88880.81,3.27,195.57,75.59,4.2,0.76,20.3,61.15,12.04,8.39,26.9,high_potential
C0987,46.9,64683.36,5.95,172.9,73.46,6.43,1.28,42.8,48.93,11.85,6.87,48.8,loyal_midmarket
C0988,38.4,48419.91,2.61,94.96,48.61,4.68,2.18,6.5,78.58,7.11,4.51,5.6,value_seekers
C0989,33.9,62157.82,6.88,153.25,90.88,4.8,0.5,24.2,64.33,14.69,7.68,20.7,loyal_midmarket
C0990,56.0,129761.55,8.9,355.1,97.17,1.26,0.49,38.9,46.09,12.29,7.88,46.1,premium_repeaters
C0991,27.0,103085.92,6.32,422.1,76.05,3.36,1.29,22.0,28.42,9.69,6.02,22.9,premium_repeaters
C0992,30.1,122060.47,7.83,327.91,80.97,2.37,1.24,39.5,24.13,15.31,7.27,40.6,premium_repeaters
C0993,27.5,97400.74,8.88,314.04,80.27,2.71,1.54,34.9,39.18,14.27,7.53,35.7,premium_repeaters
C0994,21.9,62443.19,3.23,96.43,67.86,4.22,0.49,9.2,88.51,10.75,8.99,13.6,value_seekers
C0995,39.8,103682.27,5.2,264.37,78.85,4.06,0.43,14.0,45.6,10.83,7.21,7.5,high_potential
C0996,52.0,78570.45,8.15,186.5,58.9,1.73,1.61,25.3,61.8,9.52,7.16,21.1,loyal_midmarket
C0997,46.0,136342.71,4.36,293.05,67.76,4.18,1.11,9.6,25.59,9.97,5.65,12.2,premium_repeaters
C0998,23.6,32469.53,3.48,91.3,52.38,9.74,1.87,20.6,79.0,7.74,5.46,24.5,value_seekers
C0999,31.9,69033.23,6.77,238.42,71.41,3.3,1.54,10.3,68.61,9.83,8.7,19.2,high_potential
C1000,30.9,63181.58,6.22,208.17,74.62,6.98,0.91,34.8,65.24,10.22,7.07,39.1,loyal_midmarket
C1001,30.4,42760.95,2.71,83.48,46.74,7.74,3.06,20.1,84.32,10.62,2.84,18.8,value_seekers
C1002,37.9,73366.32,6.63,169.1,57.98,3.59,0.87,26.9,65.95,8.5,6.21,26.8,loyal_midmarket
C1003,21.3,38898.42,4.4,58.22,59.06,7.98,1.76,9.8,72.18,9.61,4.02,8.8,value_seekers
C1004,21.8,28063.97,2.59,80.38,40.85,7.68,2.63,21.5,98.04,7.23,3.08,20.1,value_seekers
C1005,22.9,133494.16,7.81,426.86,86.34,4.88,0.69,40.8,25.56,13.83,7.37,48.7,premium_repeaters
C1006,46.5,87655.11,5.44,115.67,78.07,2.7,1.08,36.1,57.47,12.25,5.99,40.4,loyal_midmarket
C1007,32.7,92413.65,3.14,272.49,61.38,4.25,0.34,12.9,46.13,9.22,4.93,19.5,high_potential
C1008,45.5,70397.02,7.66,211.81,56.61,3.77,1.48,37.5,44.55,10.7,5.89,36.0,loyal_midmarket
C1009,40.9,97625.36,6.71,309.94,79.28,3.23,0.33,25.3,32.39,11.87,6.34,27.7,premium_repeaters
C1010,32.6,74207.91,9.25,221.11,65.12,4.06,0.0,44.7,61.08,6.99,6.54,41.0,loyal_midmarket
C1011,34.4,116391.87,8.54,344.75,85.73,3.98,1.31,16.9,18.13,16.01,7.56,23.2,premium_repeaters
C1012,27.7,106991.56,4.57,387.5,73.6,7.35,0.53,67.3,33.99,12.06,6.38,70.2,premium_repeaters
C1013,39.7,82055.79,7.18,200.87,67.84,2.89,1.15,35.8,37.12,7.1,5.7,37.4,loyal_midmarket
C1014,34.6,83322.3,6.92,218.8,83.32,4.61,0.06,22.7,39.42,12.05,9.07,20.5,high_potential
C1015,33.1,83192.86,8.1,240.48,47.54,2.85,0.12,40.3,47.76,7.56,2.24,41.5,loyal_midmarket
C1016,26.5,30670.23,3.5,119.97,44.7,6.02,0.08,19.7,76.11,3.51,2.72,14.9,value_seekers
C1017,27.7,113700.72,5.69,350.21,76.03,6.39,0.05,43.9,29.39,12.4,7.05,46.3,premium_repeaters
C1018,46.0,108766.94,2.4,176.31,87.28,6.26,1.27,26.6,26.83,11.15,11.62,32.9,high_potential
C1019,47.4,43767.14,1.31,99.53,36.36,10.91,2.24,10.4,94.02,4.89,4.03,9.1,value_seekers
C1020,20.3,67628.84,5.8,181.29,57.34,0.98,1.34,14.1,45.06,9.04,4.9,9.5,loyal_midmarket
C1021,20.0,84123.99,3.35,183.77,77.39,4.72,1.41,24.8,43.48,10.86,5.95,23.7,high_potential
C1022,46.1,99016.76,7.6,473.67,74.09,3.5,0.24,56.9,35.0,9.73,6.31,64.4,premium_repeaters
C1023,40.7,113648.18,5.5,121.23,78.09,3.87,1.45,20.9,28.59,11.88,7.91,23.7,high_potential
C1024,40.6,89951.59,6.7,180.8,79.48,9.04,1.75,36.1,57.89,15.68,6.18,38.1,loyal_midmarket
C1025,52.7,138788.3,7.31,258.58,76.49,2.79,1.19,43.1,19.82,14.1,7.29,49.5,premium_repeaters
C1026,35.6,71571.2,7.04,159.79,69.3,4.68,0.32,35.3,50.03,12.45,5.11,38.7,loyal_midmarket
C1027,50.9,82951.63,3.96,176.79,68.65,4.49,1.29,20.2,35.43,8.0,7.95,26.0,high_potential
C1028,43.3,75923.26,6.01,192.53,67.74,5.98,1.31,30.6,35.77,11.23,6.83,31.1,loyal_midmarket
C1029,25.6,111742.04,9.03,351.27,79.31,3.32,1.74,33.4,25.42,10.17,6.55,38.3,premium_repeaters
C1030,36.4,65796.76,6.28,136.22,45.57,5.82,0.0,42.5,68.03,6.46,6.38,49.7,loyal_midmarket
C1031,37.1,66525.39,3.36,177.2,85.08,5.96,0.89,37.3,62.74,11.12,9.14,49.8,loyal_midmarket
C1032,40.9,131714.87,6.45,316.66,86.14,3.69,1.07,22.4,33.25,13.03,7.26,24.1,premium_repeaters
C1033,38.3,64897.17,5.91,163.75,89.81,6.64,0.62,54.4,50.1,8.89,7.83,60.0,loyal_midmarket
C1034,39.5,79399.99,5.03,224.8,73.3,4.6,1.53,20.1,46.41,10.82,5.94,29.5,high_potential
C1035,44.1,49092.01,4.48,163.65,66.92,4.0,1.41,28.3,45.77,7.35,6.42,35.8,loyal_midmarket
C1036,30.1,83709.92,5.29,307.62,87.08,2.49,0.49,42.4,28.3,11.91,8.08,52.4,premium_repeaters
C1037,37.1,67178.65,6.73,223.22,84.64,3.63,1.86,39.5,62.77,13.96,9.03,40.7,loyal_midmarket
C1038,24.9,90788.65,6.44,176.26,43.4,2.1,0.96,23.0,61.33,5.28,5.63,23.0,loyal_midmarket
C1039,37.8,64701.14,6.74,186.85,77.03,6.53,1.18,17.0,51.91,9.53,8.6,20.2,loyal_midmarket
C1040,31.2,42122.57,2.58,78.54,68.14,9.66,2.64,7.8,76.49,9.39,5.51,10.5,value_seekers
C1041,32.7,38723.37,2.71,85.5,58.36,4.22,2.08,22.3,80.53,6.37,5.27,28.0,value_seekers
C1042,48.2,99282.81,4.69,331.64,67.89,3.48,1.46,64.3,28.75,8.93,3.48,67.8,premium_repeaters
C1043,32.9,147276.86,5.93,416.05,82.29,2.23,1.06,67.6,40.29,11.96,7.25,66.7,premium_repeaters
C1044,47.8,139595.27,8.61,246.93,81.67,3.27,0.92,45.0,37.59,11.55,6.8,44.0,premium_repeaters
C1045,23.7,26863.39,3.39,136.12,24.46,7.94,1.76,15.7,74.3,6.16,1.0,12.2,value_seekers
C1046,41.0,66005.25,8.73,154.3,71.42,6.91,1.81,20.7,47.58,8.68,5.8,30.4,loyal_midmarket
C1047,37.8,45776.17,4.12,107.01,34.84,6.67,1.97,21.6,80.09,8.7,3.38,19.5,value_seekers
C1048,25.5,137399.59,7.54,344.69,66.0,0.7,1.53,42.9,29.65,11.55,8.44,41.3,premium_repeaters
C1049,37.8,78680.89,5.54,217.6,72.92,7.76,0.77,26.7,49.81,11.0,6.49,34.2,high_potential
C1050,40.6,54414.98,4.75,120.05,5.0,9.1,1.97,13.8,86.88,1.0,1.95,18.5,value_seekers
C1051,57.2,132021.0,8.31,367.15,87.26,4.83,0.84,53.9,29.39,11.21,11.2,60.3,premium_repeaters
C1052,34.9,23081.64,4.14,72.59,67.59,8.63,1.16,12.4,76.29,8.15,6.52,13.1,value_seekers
C1053,48.0,45521.02,2.5,48.54,48.73,9.33,2.38,17.3,94.58,13.16,1.97,30.0,value_seekers
C1054,36.0,22225.75,3.49,102.61,44.09,9.76,1.58,9.8,77.66,5.33,3.6,15.2,value_seekers
C1055,51.4,78842.6,5.96,219.08,58.8,2.95,1.38,38.0,46.22,7.14,7.43,47.7,loyal_midmarket
C1056,56.3,75121.62,9.11,292.82,85.81,2.25,0.87,32.3,26.29,16.48,7.26,33.8,premium_repeaters
C1057,27.9,110376.47,3.01,198.54,69.18,7.26,1.09,3.4,32.9,11.49,5.87,9.1,high_potential
C1058,43.0,37063.41,4.22,61.76,50.49,8.93,1.58,16.4,82.82,8.44,6.03,13.0,value_seekers
C1059,40.8,75851.42,6.92,176.15,76.91,5.12,0.51,42.2,39.29,10.09,7.23,42.7,loyal_midmarket
C1060,52.0,105232.81,8.27,343.12,73.06,5.24,1.0,49.6,39.33,9.83,4.64,53.9,premium_repeaters
C1061,44.3,91100.36,6.0,224.17,43.0,6.19,1.47,15.9,55.88,8.69,2.13,15.1,high_potential
C1062,24.6,116969.6,7.26,294.6,80.43,5.2,1.52,50.7,14.43,11.42,6.61,53.3,premium_repeaters
C1063,28.6,59147.91,3.61,103.56,56.85,8.14,3.87,8.4,77.15,9.73,4.41,16.6,value_seekers
C1064,36.6,102450.23,9.58,359.89,89.28,3.42,1.16,45.6,23.01,13.74,9.18,42.9,premium_repeaters
C1065,41.9,83881.93,7.0,175.51,83.52,6.61,2.03,48.5,52.87,9.63,6.01,53.6,loyal_midmarket
C1066,42.6,68510.33,4.68,196.67,61.08,5.04,0.95,26.3,66.13,10.02,5.57,25.5,high_potential
C1067,42.2,69118.5,5.17,163.75,66.22,6.45,1.51,52.3,60.07,7.39,5.22,53.0,loyal_midmarket
C1068,40.8,105402.9,3.66,284.53,90.82,3.98,0.71,46.8,12.37,12.73,5.78,53.9,premium_repeaters
C1069,27.6,38274.54,4.78,96.47,27.98,13.92,0.8,12.5,73.7,5.27,4.35,12.7,value_seekers
C1070,36.2,67365.98,4.99,196.75,73.08,5.43,1.37,32.9,54.88,14.9,6.9,39.2,loyal_midmarket
C1071,28.3,87901.42,5.08,183.68,80.88,5.51,0.79,24.3,46.19,12.03,8.7,27.7,high_potential
C1072,48.0,132967.85,7.34,314.04,78.01,3.97,1.14,45.6,27.27,16.1,8.16,44.9,premium_repeaters
C1073,23.5,58470.18,6.42,207.04,64.51,2.31,0.58,39.4,38.21,8.77,4.89,43.6,loyal_midmarket
C1074,20.0,80579.02,3.18,229.38,66.74,3.94,1.17,16.2,38.95,9.69,5.34,19.7,high_potential
C1075,38.5,72439.01,4.81,229.22,74.88,7.42,1.35,17.2,53.38,13.29,5.55,19.4,high_potential
C1076,32.2,72279.72,7.63,190.81,64.31,1.93,0.0,54.8,56.78,7.29,5.38,58.2,loyal_midmarket
C1077,38.2,60708.72,4.5,106.33,52.02,6.84,0.61,39.3,62.61,7.7,4.15,40.2,loyal_midmarket
C1078,20.6,86446.91,8.45,230.74,46.48,4.21,1.2,38.6,38.45,5.52,2.14,45.9,loyal_midmarket
C1079,34.7,98134.47,8.09,294.76,79.93,2.23,0.03,59.1,31.19,14.35,8.09,59.0,premium_repeaters
C1080,24.8,85761.76,5.5,181.77,72.02,4.01,1.14,28.2,57.59,10.91,6.26,32.5,loyal_midmarket
C1081,32.5,46045.65,3.14,73.25,51.52,9.47,1.39,10.4,80.54,7.99,4.7,18.5,value_seekers
C1082,39.3,74009.13,5.61,185.54,68.13,6.04,1.19,1.0,44.42,10.05,3.66,1.1,high_potential
C1083,35.8,45534.69,3.73,221.29,44.98,3.45,0.04,16.3,65.58,8.1,4.12,17.9,high_potential
C1084,50.3,84775.12,5.82,228.88,76.6,4.58,0.83,24.4,42.64,13.81,7.62,22.2,high_potential
C1085,26.7,73471.98,5.36,183.99,74.3,4.02,0.93,24.6,51.19,11.16,7.24,22.3,high_potential
C1086,47.8,105859.99,9.89,384.74,73.0,2.56,0.79,38.0,38.05,11.78,7.79,40.2,premium_repeaters
C1087,23.3,119048.69,8.1,372.68,81.9,2.49,0.56,38.5,22.35,12.39,5.57,43.2,premium_repeaters
C1088,34.7,113663.5,7.22,350.01,69.34,1.74,1.16,23.6,26.14,10.41,8.54,25.1,premium_repeaters
C1089,48.8,52806.09,7.25,92.07,81.94,1.32,2.66,30.1,65.61,10.99,6.28,30.4,loyal_midmarket
C1090,33.1,81448.44,5.69,151.34,73.37,3.39,1.0,35.1,48.22,10.07,6.17,43.2,loyal_midmarket
C1091,30.0,40423.87,3.95,64.15,50.13,8.64,0.37,24.8,93.69,7.62,2.56,22.3,value_seekers
C1092,48.9,142557.09,6.8,429.2,71.4,3.35,1.53,38.1,30.18,7.68,4.45,37.9,premium_repeaters
C1093,39.4,79001.19,6.67,217.16,65.26,2.42,0.0,62.7,58.74,6.46,4.82,65.8,loyal_midmarket
C1094,26.1,57689.97,4.16,70.91,30.28,6.71,1.55,26.3,80.49,4.85,1.0,28.1,value_seekers
C1095,29.0,125238.98,9.31,347.63,71.62,2.81,0.07,40.4,30.49,11.82,4.0,50.2,premium_repeaters
C1096,41.5,50732.85,5.02,235.06,76.91,7.92,1.21,31.9,42.77,10.52,9.26,33.1,loyal_midmarket
C1097,46.2,40862.89,4.83,50.3,77.26,7.07,2.37,19.2,78.02,9.61,6.04,24.7,value_seekers
C1098,40.9,88679.6,4.67,265.73,80.32,4.69,1.3,3.7,39.85,11.87,9.34,10.1,high_potential
C1099,45.4,101019.1,4.26,204.4,77.68,4.08,1.77,10.2,49.16,10.02,6.95,11.0,high_potential
C1100,49.1,49307.99,3.0,63.28,58.81,9.0,2.61,18.6,99.44,9.34,4.57,17.7,value_seekers
C1101,41.3,37912.86,2.09,82.85,51.54,7.83,0.92,4.9,98.89,8.29,7.75,3.6,value_seekers
C1102,20.0,79445.55,2.86,272.83,49.51,4.63,0.52,26.6,56.56,9.37,3.32,28.2,loyal_midmarket
C1103,28.7,92974.87,7.29,321.39,73.24,1.96,1.16,49.1,19.47,8.53,6.91,51.7,premium_repeaters
C1104,38.4,110020.7,4.73,161.46,77.53,4.52,0.92,21.3,52.91,15.2,8.73,23.1,high_potential
C1105,48.6,49501.92,3.63,64.86,58.53,8.36,1.34,12.5,74.27,8.72,5.26,17.3,value_seekers
C1106,52.1,105747.96,4.3,262.29,72.06,2.34,1.04,51.7,26.97,10.02,6.48,50.6,premium_repeaters
C1107,43.0,51829.68,3.61,93.34,25.14,5.75,2.68,1.5,92.74,1.93,4.94,1.0,value_seekers
C1108,37.0,88936.87,6.06,184.71,61.54,5.24,0.8,33.2,70.29,6.06,5.77,31.0,loyal_midmarket
C1109,39.7,76586.57,5.07,145.22,80.21,3.1,1.02,15.6,63.18,12.58,9.29,25.4,high_potential
C1110,51.5,40120.82,3.85,120.47,55.86,9.33,1.54,13.0,91.1,6.49,3.81,12.7,value_seekers
C1111,41.2,49467.31,2.57,110.44,51.55,6.64,3.05,5.2,95.28,10.55,6.05,1.0,value_seekers
C1112,28.2,66861.46,5.04,125.08,92.15,3.34,0.44,36.7,39.26,14.09,7.84,42.7,loyal_midmarket
C1113,45.7,118329.52,6.84,336.59,71.91,2.75,0.59,33.3,36.35,7.88,6.32,31.6,premium_repeaters
C1114,46.5,120329.31,3.67,203.55,74.8,4.63,0.77,26.1,50.54,12.47,9.02,30.4,high_potential
C1115,43.6,107965.66,7.36,258.69,67.97,6.16,1.36,31.4,36.33,10.74,5.88,30.7,high_potential
C1116,39.0,46315.22,2.09,109.83,47.47,8.38,3.36,11.7,84.74,11.23,4.41,14.5,value_seekers
C1117,37.3,36894.48,5.37,82.31,25.74,6.15,0.8,3.2,79.1,4.94,3.16,9.9,value_seekers
C1118,41.2,101922.22,8.83,416.52,81.16,4.05,0.27,54.7,42.25,11.27,6.79,54.3,premium_repeaters
C1119,36.1,38755.95,4.15,96.99,57.05,8.93,1.11,11.0,77.5,12.06,6.36,20.2,value_seekers
C1120,37.9,89781.46,3.3,218.8,66.89,7.41,0.2,20.7,37.26,11.6,6.0,25.4,high_potential
C1121,27.1,131701.9,6.51,353.5,86.02,3.93,0.64,38.7,36.13,13.49,7.2,36.9,premium_repeaters
C1122,39.1,28922.48,4.85,62.51,42.61,6.45,1.56,8.7,87.71,4.87,6.86,14.6,value_seekers
C1123,28.3,59430.27,3.06,280.12,78.27,5.35,1.22,22.0,49.0,12.5,9.11,27.3,high_potential
C1124,45.6,57878.17,3.83,59.31,66.27,5.45,2.07,12.5,78.55,10.49,4.88,15.4,value_seekers
C1125,42.5,69911.1,5.28,173.03,66.81,8.32,1.04,12.7,66.56,8.67,4.75,14.2,loyal_midmarket
C1126,28.8,95256.58,6.26,119.18,71.28,7.17,1.29,25.0,45.08,10.04,4.13,33.1,loyal_midmarket
C1127,40.4,76609.61,6.37,164.29,57.8,3.08,1.85,36.5,58.31,7.32,4.97,39.8,loyal_midmarket
C1128,50.8,138968.41,9.62,272.78,76.33,4.59,1.84,63.4,21.63,12.99,8.04,65.6,premium_repeaters
C1129,28.8,95248.65,8.32,395.31,77.84,3.18,0.11,50.2,29.67,11.43,6.29,50.9,premium_repeaters
C1130,40.1,88040.16,2.88,263.98,74.14,3.04,0.0,25.2,51.58,12.31,7.01,30.7,high_potential
C1131,62.1,84186.79,4.34,226.84,86.57,4.64,1.74,20.6,49.81,15.72,6.75,29.2,high_potential
C1132,56.0,98306.19,6.1,172.04,46.41,5.59,0.55,38.1,43.55,11.19,2.79,42.3,loyal_midmarket
C1133,33.6,55942.61,1.7,95.2,37.42,6.88,1.39,8.5,71.92,7.67,3.82,11.0,value_seekers
C1134,30.2,138997.72,5.28,316.19,83.69,3.95,0.47,53.2,23.75,11.97,6.88,57.2,premium_repeaters
C1135,21.5,79646.97,3.62,194.17,83.9,5.19,1.48,21.6,39.88,10.64,6.58,19.9,high_potential
C1136,50.4,83772.24,7.36,257.42,60.36,7.88,2.15,31.7,58.26,8.35,4.61,33.4,loyal_midmarket
C1137,34.0,43679.54,6.28,155.15,57.25,5.76,0.33,42.1,58.35,5.8,6.25,43.8,loyal_midmarket
C1138,42.1,74248.37,6.51,197.57,61.58,2.27,1.77,40.9,49.18,11.07,4.81,47.9,loyal_midmarket
C1139,37.9,28601.15,2.18,82.21,62.55,6.18,1.32,10.3,77.75,11.1,5.48,7.2,value_seekers
C1140,38.0,162624.42,5.74,427.44,89.13,2.96,0.7,30.9,20.72,9.53,11.31,33.0,premium_repeaters
C1141,40.3,68885.8,6.28,158.08,65.33,4.36,1.2,33.9,61.24,9.31,6.26,38.7,loyal_midmarket
C1142,32.4,113656.5,9.0,357.74,76.74,3.26,0.85,42.4,27.55,12.62,9.47,47.4,premium_repeaters
C1143,30.4,78945.55,5.53,133.63,81.46,2.47,0.51,20.3,39.79,13.1,6.1,20.4,high_potential
C1144,28.6,87187.68,4.38,242.8,81.63,1.86,1.52,13.7,48.36,16.76,7.6,17.2,high_potential
C1145,47.3,66481.83,5.92,128.58,82.49,5.56,0.57,23.8,54.14,14.01,7.37,21.2,loyal_midmarket
C1146,47.6,60837.08,5.64,241.2,54.12,3.68,1.77,36.2,46.88,8.39,4.06,42.2,loyal_midmarket
C1147,57.6,109750.52,7.93,267.84,88.62,5.71,0.78,46.3,37.49,9.19,7.61,54.5,premium_repeaters
C1148,35.7,95510.32,4.26,281.31,88.66,3.49,0.92,12.8,44.05,10.89,4.4,18.6,high_potential
C1149,32.5,52745.48,4.97,157.05,69.87,3.06,0.47,24.7,43.96,11.36,4.97,24.3,loyal_midmarket
C1150,25.7,82636.05,4.2,242.36,72.61,6.48,0.42,17.7,40.24,13.84,5.41,19.4,high_potential
C1151,31.7,40852.91,2.19,53.52,35.55,6.88,1.48,12.6,68.81,2.36,2.73,16.7,value_seekers
